Iteration	Posterior	Likelihood	Prior	clado_event_probs[1]	clado_event_probs[2]	dispersal_rate	extirpation_rate	p_allopatry	p_sympatry	r_morph
698	-143.3491	-147.3849	4.035772	0.0555074	0.944493	0.006165015	0.002675425	0.9444926	0.0555074	0.2783579
699	-144.7622	-148.7338	3.971522	0.0258818	0.974118	0.004857112	0.01040831	0.9741182	0.0258818	0.2783579
700	-145.9296	-150.2598	4.330137	0.0258818	0.974118	0.009060747	0.02116045	0.9741182	0.0258818	0.2275407
701	-145.5178	-148.6651	3.147346	0.0258818	0.974118	0.01012808	0.007103021	0.9741182	0.0258818	0.3588098
702	-145.3945	-148.3786	2.984074	0.0107272	0.989273	0.01038798	0.002291401	0.9892728	0.01072723	0.3796887
703	-144.8385	-148.1815	3.343061	0.0107272	0.989273	0.006234311	0.01329506	0.9892728	0.01072723	0.33694
704	-147.8194	-153.0297	5.210318	0.0465589	0.953441	0.01132504	0.01329506	0.9534411	0.04655893	0.1451237
705	-148.2321	-150.3101	2.077999	0.0933747	0.906625	0.01132504	0.01329506	0.9066253	0.09337471	0.4583555
706	-147.7804	-150.846	3.065611	0.230661	0.769339	0.009929029	0.01329506	0.7693385	0.2306615	0.3609904
707	-147.0275	-150.0515	3.023978	0.110893	0.889107	0.005188783	0.02219861	0.8891069	0.1108931	0.3609904
708	-148.3365	-152.785	4.448506	0.0771878	0.922812	0.008923054	0.03722038	0.9228122	0.07718781	0.1997815
709	-144.0689	-147.9669	3.898	0.0950331	0.904967	0.006787273	0.006307257	0.9049669	0.0950331	0.287881
710	-145.4523	-148.3707	2.918399	0.0950331	0.904967	0.007210484	0.01292857	0.9049669	0.0950331	0.3787965
711	-144.5099	-149.5939	5.083993	0.0950331	0.904967	0.005295083	0.004349795	0.9049669	0.0950331	0.1727313
712	-145.3957	-148.1095	2.713774	0.0950331	0.904967	0.007450171	0.01042024	0.9049669	0.0950331	0.4015277
713	-148.1571	-148.3682	0.211063	0.0689845	0.931015	0.007669177	0.01604514	0.9310155	0.06898454	0.6459549
714	-145.2943	-149.898	4.603693	0.0689845	0.931015	0.005644406	0.01604514	0.9310155	0.06898454	0.2087167
715	-145.7541	-148.7936	3.039563	0.0689845	0.931015	0.007832362	0.01699582	0.9310155	0.06898454	0.361991
716	-144.5657	-149.0104	4.444727	0.0689845	0.931015	0.006646768	0.01265707	0.9310155	0.06898454	0.226999
717	-144.9604	-149.449	4.488609	0.141442	0.858558	0.008471954	0.006443697	0.8585579	0.1414421	0.226999
718	-143.5455	-148.0793	4.533792	0.0671172	0.932883	0.007244728	0.00315268	0.9328828	0.06711718	0.226999
719	-145.3319	-146.6637	1.33178	0.0671172	0.932883	0.006866417	0.0001226018	0.9328828	0.06711718	0.5506085
720	-145.9463	-147.2192	1.272837	0.0671172	0.932883	0.006983924	0.005899442	0.9328828	0.06711718	0.5506085
721	-144.1546	-147.1947	3.040136	0.0671172	0.932883	0.006648904	0.003920924	0.9328828	0.06711718	0.3761921
722	-145.3307	-148.2623	2.931586	0.0428586	0.957141	0.006648904	0.01477596	0.9571414	0.04285858	0.3761921
723	-144.9021	-148.7125	3.810431	0.0428586	0.957141	0.007885774	0.01477596	0.9571414	0.04285858	0.2870707
724	-144.1615	-147.5388	3.377326	0.0428586	0.957141	0.007885774	0.005503813	0.9571414	0.04285858	0.3396533
725	-149.6735	-148.7298	-0.9436307	0.0428586	0.957141	0.01067316	0.005503813	0.9571414	0.04285858	0.7689616
726	-146.0293	-150.0095	3.980181	0.0428586	0.957141	0.01106574	0.009544148	0.9571414	0.04285858	0.2721476
727	-143.2714	-148.122	4.850663	0.0428586	0.957141	0.006691297	0.001124711	0.9571414	0.04285858	0.1978932
728	-143.353	-147.203	3.849997	0.0428586	0.957141	0.007378269	0.001481966	0.9571414	0.04285858	0.2969156
729	-144.8392	-149.2097	4.370535	0.215156	0.784844	0.007378269	0.001131915	0.7848437	0.2151563	0.2452118
730	-146.1816	-148.648	2.466446	0.215156	0.784844	0.006713021	0.005944646	0.7848437	0.2151563	0.4314732
731	-144.774	-148.6876	3.913598	0.178973	0.821027	0.006713021	0.005944646	0.8210272	0.1789728	0.2867581
732	-145.2392	-149.4526	4.213341	0.230914	0.769086	0.005820254	0.005944646	0.7690862	0.2309138	0.2576765
733	-143.9121	-148.8385	4.926378	0.110384	0.889616	0.007030587	0.00101314	0.8896156	0.1103844	0.190094
734	-143.2086	-147.3991	4.190446	0.0806821	0.919318	0.006445582	0.0001354911	0.9193179	0.08068214	0.2651499
735	-143.2879	-147.4736	4.185661	0.0806821	0.919318	0.007032711	2.677587e-05	0.9193179	0.08068214	0.2651499
736	-144.2763	-147.6203	3.343999	0.0806821	0.919318	0.004612007	0.000972457	0.9193179	0.08068214	0.3507912
737	-144.1823	-147.5354	3.353116	0.0949554	0.905045	0.007862472	0.000972457	0.9050446	0.09495541	0.346629
738	-145.0116	-148.2881	3.276478	0.127612	0.872388	0.007731511	0.007300597	0.8723877	0.1276123	0.3480956
739	-144.0157	-148.4029	4.387175	0.127612	0.872388	0.007731511	0.001128284	0.8723877	0.1276123	0.2431982
740	-145.5733	-149.8815	4.308249	0.261802	0.738198	0.007763958	0.0005138725	0.7381976	0.2618024	0.2516728
741	-145.3894	-149.6321	4.242698	0.175066	0.824934	0.0087365	0.006096406	0.8249344	0.1750656	0.2516728
742	-149.1636	-150.3088	1.145201	0.284437	0.715563	0.004969198	0.01303751	0.7155633	0.2844367	0.5582488
743	-148.3282	-153.3265	4.998315	0.284437	0.715563	0.009784192	0.01200306	0.7155633	0.2844367	0.1691568
744	-146.751	-150.6383	3.887288	0.284437	0.715563	0.007787761	0.01200306	0.7155633	0.2844367	0.2822559
745	-145.1251	-149.0496	3.924499	0.175955	0.824045	0.006219613	0.009850137	0.8240449	0.1759551	0.2822559
746	-143.1673	-147.7156	4.548265	0.0728074	0.927193	0.006219613	0.0003177978	0.9271926	0.07280735	0.2294116
747	-143.1352	-147.6732	4.538005	0.0504138	0.949586	0.006219613	0.001343774	0.9495862	0.05041382	0.2294116
748	-143.1989	-147.1755	3.976624	0.0504138	0.949586	0.006141401	0.00132128	0.9495862	0.05041382	0.2856505
749	-145.3753	-148.8286	3.453284	0.221544	0.778456	0.006141401	0.005177473	0.7784563	0.2215437	0.3341283
750	-145.3384	-149.1485	3.810077	0.221544	0.778456	0.005057834	0.004620997	0.7784563	0.2215437	0.300089
751	-144.9865	-149.6131	4.626623	0.136142	0.863858	0.005652944	0.01054946	0.863858	0.136142	0.2119109
752	-145.5103	-150.0632	4.552863	0.0642911	0.935709	0.005652944	0.01792538	0.9357089	0.06429107	0.2119109
753	-144.8977	-146.7447	1.847022	0.0642911	0.935709	0.006614364	0.001182031	0.9357089	0.06429107	0.498277
754	-144.0671	-148.6053	4.538221	0.0642911	0.935709	0.008499068	0.003863277	0.9357089	0.06429107	0.2245911
755	-145.9871	-149.083	3.095883	0.0997699	0.90023	0.01017735	0.003779541	0.9002301	0.09976993	0.3672303
756	-144.8618	-148.2265	3.36476	0.0736742	0.926326	0.004548761	0.005771875	0.9263258	0.07367419	0.3439789
757	-145.763	-149.0707	3.307713	0.0736742	0.926326	0.01025347	0.005771875	0.9263258	0.07367419	0.3439789
758	-145.35	-147.8284	2.478347	0.136797	0.863203	0.006147626	0.005771875	0.8632033	0.1367967	0.4310213
759	-146.6017	-149.9516	3.349873	0.299282	0.700718	0.007198486	0.005771875	0.7007178	0.2992822	0.3428178
760	-145.1089	-149.5278	4.418857	0.155628	0.844372	0.007933647	0.009268306	0.844372	0.155628	0.2316879
761	-144.1613	-148.6445	4.483214	0.125354	0.874646	0.005646815	0.005119401	0.8746456	0.1253544	0.2316879
762	-146.7639	-150.1741	3.410243	0.109745	0.890255	0.007875332	0.02545041	0.8902555	0.1097445	0.3164255
763	-143.4269	-147.0863	3.659412	0.05357	0.94643	0.006506386	0.001902471	0.94643	0.05356999	0.3164255
764	-144.1569	-147.1995	3.042561	0.0957295	0.90427	0.006506386	0.001902471	0.9042705	0.09572955	0.3781105
765	-145.5377	-148.4311	2.893384	0.0144505	0.985549	0.008391474	0.0149351	0.9855495	0.01445053	0.3781105
766	-144.2489	-148.489	4.24007	0.0589272	0.941073	0.008754182	0.005338659	0.9410728	0.05892723	0.2526757
767	-145.0833	-149.3609	4.277642	0.20065	0.79935	0.004997062	0.005338659	0.7993501	0.2006499	0.2526757
768	-145.5708	-148.8523	3.281492	0.109899	0.890101	0.009502255	0.005338659	0.8901008	0.1098992	0.3477854
769	-143.5753	-147.3622	3.786933	0.0155581	0.984442	0.006377079	0.005338659	0.9844419	0.01555805	0.3003665
770	-144.8191	-148.5308	3.711667	0.0155581	0.984442	0.009208175	0.01003422	0.9844419	0.01555805	0.3003665
771	-147.6765	-149.516	1.839467	0.0155581	0.984442	0.01137048	0.01003422	0.9844419	0.01555805	0.4854242
772	-145.5787	-147.4632	1.884497	0.0155581	0.984442	0.006867443	0.01003422	0.9844419	0.01555805	0.4854242
773	-144.1855	-146.5776	2.392091	0.0150288	0.984971	0.006438714	0.00146357	0.9849712	0.01502883	0.4436641
774	-144.6137	-148.712	4.09823	0.0150288	0.984971	0.005424106	0.01214103	0.9849712	0.01502883	0.2633874
775	-146.1549	-147.8339	1.67897	0.0551659	0.944834	0.006768417	0.01214103	0.9448341	0.0551659	0.5039691
776	-145.7414	-150.6519	4.910495	0.0551659	0.944834	0.00649913	0.01830468	0.9448341	0.0551659	0.1749222
777	-147.6368	-152.9555	5.318722	0.0551659	0.944834	0.004750294	0.01830468	0.9448341	0.0551659	0.1358484
778	-144.5655	-149.6555	5.090014	0.109889	0.890111	0.004750294	0.002048856	0.8901112	0.1098888	0.1749749
779	-143.638	-147.1374	3.499479	0.0377287	0.962271	0.007656473	0.001871853	0.9622713	0.03772874	0.3312993
780	-145.4936	-148.8873	3.393749	0.0377287	0.962271	0.005145105	0.01495621	0.9622713	0.03772874	0.3312993
781	-143.9868	-147.4596	3.472857	0.0508344	0.949166	0.007671451	0.004519092	0.9491656	0.05083436	0.3312993
782	-145.5393	-146.973	1.433691	0.0508344	0.949166	0.007671451	0.002639791	0.9491656	0.05083436	0.5370952
783	-145.737	-147.2737	1.536682	0.0508344	0.949166	0.007671451	0.005874239	0.9491656	0.05083436	0.5235616
784	-147.0688	-148.0863	1.017442	0.0508344	0.949166	0.007494178	0.01437787	0.9491656	0.05083436	0.5671592
785	-143.6377	-147.8012	4.163493	0.0508344	0.949166	0.005236503	0.003554674	0.9491656	0.05083436	0.2656351
786	-144.6092	-148.1495	3.540292	0.0508344	0.949166	0.007371099	0.01159447	0.9491656	0.05083436	0.3177807
787	-143.6997	-147.9845	4.284816	0.123468	0.876532	0.006275186	0.001778831	0.8765321	0.1234679	0.2542399
788	-143.4841	-148.0726	4.588563	0.0670346	0.932965	0.005709095	0.002775906	0.9329654	0.06703463	0.2234342
789	-143.5696	-148.1508	4.581259	0.0670346	0.932965	0.005709095	0.003506303	0.9329654	0.06703463	0.2234342
790	-144.3562	-149.0285	4.67228	0.0670346	0.932965	0.008503942	0.005903217	0.9329654	0.06703463	0.2091403
791	-145.5729	-150.1807	4.607847	0.0670346	0.932965	0.01074222	0.003107884	0.9329654	0.06703463	0.2161407
792	-145.1756	-149.8227	4.64711	0.161605	0.838395	0.009076325	0.0008474974	0.8383951	0.1616049	0.2161407
793	-146.9073	-150.1412	3.233946	0.0786351	0.921365	0.006322924	0.02701568	0.9213649	0.07863506	0.3340423
794	-144.6761	-149.9569	5.280709	0.0340746	0.965925	0.00435333	0.0002611373	0.9659254	0.03407463	0.1580902
795	-143.4554	-147.2129	3.757538	0.0439151	0.956085	0.007850689	0.0002611373	0.9560849	0.04391512	0.3069099
796	-146.3303	-151.8802	5.549882	0.0439151	0.956085	0.007834611	0.007149702	0.9560849	0.04391512	0.120803
797	-145.1286	-149.9713	4.84263	0.14561	0.85439	0.00902847	0.001038351	0.8543898	0.1456102	0.1964457
798	-146.7078	-147.8981	1.190245	0.14561	0.85439	0.006692218	0.006744199	0.8543898	0.1456102	0.5583147
799	-146.6639	-149.033	2.369032	0.14561	0.85439	0.004096718	0.006744199	0.8543898	0.1456102	0.4430314
800	-145.1082	-150.2502	5.142049	0.110064	0.889936	0.004161969	0.00190018	0.8899358	0.1100642	0.1705085
801	-145.9817	-149.2002	3.218505	0.110064	0.889936	0.00916654	0.0125272	0.8899358	0.1100642	0.3472313
802	-146.0492	-149.3041	3.254914	0.187674	0.812326	0.005525598	0.0125272	0.8123256	0.1876744	0.3472313
803	-145.8249	-149.0437	3.21877	0.0927352	0.907265	0.009140074	0.0125272	0.9072648	0.09273516	0.3472313
804	-146.3516	-150.3634	4.011834	0.184669	0.815331	0.01005383	0.005360833	0.8153307	0.1846693	0.2741775
805	-143.5411	-147.5799	4.038804	0.0185721	0.981428	0.007356844	0.005360833	0.9814279	0.01857205	0.2741775
806	-144.2957	-148.376	4.080325	0.00974263	0.990257	0.007630656	0.01178494	0.9902574	0.009742631	0.2633274
807	-147.7816	-148.8032	1.021675	0.074365	0.925635	0.004436027	0.01178494	0.925635	0.07436497	0.5723871
808	-143.7225	-147.4903	3.767734	0.074365	0.925635	0.007601069	0.001859408	0.925635	0.07436497	0.3045416
809	-147.5544	-151.1198	3.565385	0.229166	0.770834	0.005701513	0.02399383	0.7708343	0.2291657	0.3045416
810	-145.2016	-149.6485	4.446884	0.13717	0.86283	0.009412923	0.003042395	0.8628298	0.1371702	0.2336318
811	-144.4445	-148.9482	4.503672	0.207487	0.792513	0.00640778	0.0003687126	0.7925133	0.2074867	0.2336318
812	-144.9543	-147.0569	2.102654	0.0950413	0.904959	0.006990006	0.001165496	0.9049587	0.09504127	0.4723547
813	-148.3017	-150.7964	2.494763	0.0721595	0.92784	0.007786656	0.03407643	0.9278405	0.07215955	0.3994362
814	-144.9805	-147.7468	2.766309	0.0721595	0.92784	0.005950132	0.008758284	0.9278405	0.07215955	0.3994362
815	-144.5083	-147.3109	2.802612	0.0821076	0.917892	0.006982901	0.004095227	0.9178924	0.08210762	0.3994362
816	-145.7327	-148.2669	2.534194	0.0212587	0.978741	0.01033964	0.001105826	0.9787413	0.02125867	0.4259107
817	-145.2995	-148.5701	3.270627	0.239837	0.760163	0.005570971	1.624704e-05	0.7601626	0.2398374	0.3581256
818	-145.529	-148.7794	3.250399	0.195262	0.804738	0.004550598	0.003059414	0.8047378	0.1952622	0.3581256
819	-145.6414	-148.8082	3.166744	0.0436568	0.956343	0.004550598	0.0114249	0.9563432	0.04365684	0.3581256
820	-144.2818	-148.836	4.554277	0.0324338	0.967566	0.006931895	0.0114249	0.9675662	0.03243382	0.2169911
821	-144.3072	-146.7677	2.460497	0.0324338	0.967566	0.006931895	0.002397505	0.9675662	0.03243382	0.4353964
822	-147.0769	-152.1964	5.119472	0.0749027	0.925097	0.009476549	0.01793708	0.9250973	0.0749027	0.1514147
823	-145.1196	-149.2296	4.109966	0.0149025	0.985098	0.00623122	0.01793708	0.9850975	0.0149025	0.2556107
824	-145.1531	-149.438	4.284869	0.0149025	0.985098	0.003613192	0.003064726	0.9850975	0.0149025	0.2556107
825	-143.8018	-148.0099	4.208162	0.0275892	0.972411	0.00628499	0.008063645	0.9724108	0.02758915	0.2556107
826	-146.0515	-148.2836	2.232061	0.0275892	0.972411	0.005225681	0.0127068	0.9724108	0.02758915	0.449637
827	-144.8906	-149.2895	4.398874	0.062593	0.937407	0.005225681	0.0127068	0.937407	0.06259299	0.2329557
828	-144.8581	-149.1499	4.291796	0.195177	0.804823	0.005225681	0.00470487	0.8048225	0.1951775	0.2516653
829	-145.6768	-149.9806	4.303814	0.195177	0.804823	0.004023963	0.00470487	0.8048225	0.1951775	0.2516653
830	-145.9097	-150.1474	4.237646	0.10876	0.89124	0.01064077	0.00470487	0.8912397	0.1087603	0.2516653
831	-148.1262	-146.9056	-1.220589	0.0438468	0.956153	0.00732828	0.004612601	0.9561532	0.04384681	0.8008936
832	-147.3179	-146.9176	-0.4002174	0.0438468	0.956153	0.007260819	0.004612601	0.9561532	0.04384681	0.7189239
833	-143.3883	-147.1126	3.72426	0.0438468	0.956153	0.005651544	0.001448892	0.9561532	0.04384681	0.3112491
834	-144.6517	-148.2037	3.552036	0.0438468	0.956153	0.009274244	0.004877276	0.9561532	0.04384681	0.3214204
835	-144.0778	-147.6294	3.551585	0.0438468	0.956153	0.005178138	0.004877276	0.9561532	0.04384681	0.3255616
836	-146.55	-150.068	3.517992	0.116639	0.883361	0.003334245	0.006007147	0.8833614	0.1166386	0.329635
837	-143.9419	-147.4201	3.478244	0.0310933	0.968907	0.007433744	0.005882449	0.9689067	0.03109329	0.329635
838	-144.0618	-147.351	3.289225	0.101628	0.898372	0.005444784	0.001265987	0.8983717	0.1016283	0.3551423
839	-145.9705	-150.6509	4.680443	0.101628	0.898372	0.008495354	0.01792488	0.8983717	0.1016283	0.196311
840	-144.4759	-149.2922	4.816355	0.0465727	0.953427	0.005051465	0.007777578	0.9534273	0.04657269	0.196311
841	-145.0289	-149.8142	4.785258	0.0465727	0.953427	0.009726905	0.006211877	0.9534273	0.04657269	0.196311
842	-146.2895	-147.1286	0.8391129	0.0537328	0.946267	0.00686282	0.006211877	0.9462672	0.05373281	0.5937895
843	-147.7506	-152.6236	4.873013	0.251861	0.748139	0.003263138	0.006211877	0.7481388	0.2518612	0.1939992
844	-146.1071	-149.5784	3.471352	0.251861	0.748139	0.004200652	0.001650585	0.7481388	0.2518612	0.337789
845	-145.0732	-149.475	4.401766	0.251861	0.748139	0.005550107	0.001457968	0.7481388	0.2518612	0.2435909
846	-145.5775	-148.3479	2.770359	0.210323	0.789677	0.005314906	0.001915059	0.7896768	0.2103232	0.4065097
847	-143.8169	-147.9234	4.10657	0.13783	0.86217	0.005658011	0.0009291062	0.8621699	0.1378301	0.2735314
848	-143.3054	-146.8666	3.561174	0.0151375	0.984863	0.007322805	0.0009291062	0.9848625	0.01513747	0.3264062
849	-144.9178	-149.2801	4.362328	0.0649263	0.935074	0.01019666	0.0009291062	0.9350737	0.06492631	0.243417
850	-144.1203	-147.6245	3.504172	0.139473	0.860527	0.006552905	0.0009291062	0.8605268	0.1394732	0.3328763
851	-145.3815	-150.059	4.677481	0.185738	0.814262	0.006552905	0.01068688	0.8142622	0.1857378	0.2057876
852	-150.9394	-152.8486	1.90919	0.251197	0.748803	0.003840114	0.02685752	0.7488028	0.2511972	0.4691589
853	-151.127	-152.98	1.853095	0.389817	0.610183	0.005885264	0.03042191	0.6101833	0.3898167	0.4691589
854	-148.4569	-153.4154	4.958536	0.389817	0.610183	0.008180333	0.008032297	0.6101833	0.3898167	0.1787093
855	-146.8437	-150.1475	3.303793	0.238177	0.761823	0.009070929	0.008032297	0.7618231	0.2381769	0.343293
856	-145.8556	-149.412	3.556428	0.156945	0.843055	0.009196046	0.008032297	0.8430547	0.1569453	0.3179044
857	-148.281	-152.7489	4.467858	0.0146412	0.985359	0.01211281	0.02596693	0.9853588	0.01464116	0.20591
858	-143.715	-147.9407	4.225657	0.0146412	0.985359	0.006598914	0.007806284	0.9853588	0.01464116	0.2538047
859	-144.5636	-148.663	4.099366	0.0146412	0.985359	0.009296447	0.008414214	0.9853588	0.01464116	0.2631283
860	-145.0957	-149.5574	4.461735	0.0410949	0.958905	0.009905579	0.008414214	0.9589051	0.04109489	0.2262822
861	-144.6519	-147.4956	2.843733	0.0410949	0.958905	0.006414439	0.008414214	0.9589051	0.04109489	0.3915735
862	-144.9944	-147.8501	2.855699	0.0410949	0.958905	0.005217863	0.008414214	0.9589051	0.04109489	0.3915735
863	-144.3073	-148.8076	4.500305	0.0410949	0.958905	0.004929984	0.007583168	0.9589051	0.04109489	0.2282318
864	-144.3924	-147.9559	3.563482	0.15962	0.84038	0.005758968	0.002158273	0.84038	0.15962	0.3265101
865	-144.145	-148.7648	4.619796	0.101767	0.898233	0.005758968	0.006260121	0.8982334	0.1017666	0.2167769
866	-149.2954	-149.0344	-0.2609949	0.101767	0.898233	0.004325352	0.01209031	0.8982334	0.1017666	0.7004594
867	-145.2682	-149.4448	4.176628	0.0573965	0.942604	0.01006351	0.008153859	0.9426035	0.05739648	0.2548954
868	-145.2709	-149.5096	4.238637	0.232041	0.767959	0.005837085	0.006179347	0.7679589	0.2320411	0.2548954
869	-147.249	-151.8065	4.557495	0.360485	0.639515	0.004851122	0.006179347	0.6395148	0.3604852	0.2239955
870	-149.8199	-154.0528	4.232951	0.153059	0.846941	0.004567092	0.03891783	0.8469413	0.1530587	0.2239955
871	-148.6936	-152.0834	3.38981	0.144805	0.855195	0.007139821	0.03891783	0.8551954	0.1448046	0.3057368
872	-144.9301	-148.1973	3.267178	0.19164	0.80836	0.007139821	0.000474028	0.8083597	0.1916403	0.3564438
873	-144.5475	-148.5681	4.020572	0.19164	0.80836	0.007304182	0.0004559734	0.8083597	0.1916403	0.2809582
874	-145.0337	-150.147	5.113376	0.19164	0.80836	0.007304182	3.109714e-05	0.8083597	0.1916403	0.1721026
875	-145.9925	-150.5455	4.553001	0.278081	0.721919	0.004170658	0.0006001404	0.7219192	0.2780808	0.2307046
876	-146.1443	-150.618	4.473672	0.278081	0.721919	0.007941435	0.004762321	0.7219192	0.2780808	0.2307046
877	-145.9715	-150.4561	4.484611	0.270166	0.729834	0.007941435	0.003668366	0.729834	0.270166	0.2307046
878	-144.5614	-148.0883	3.526893	0.0410318	0.958968	0.008114587	0.009826784	0.9589682	0.04103183	0.3201449
879	-146.1177	-149.1607	3.042976	0.0410318	0.958968	0.01043614	0.009826784	0.9589682	0.04103183	0.366215
880	-146.0227	-148.8183	2.795591	0.0603281	0.939672	0.008955755	0.01462728	0.9396719	0.06032813	0.3876333
881	-144.1241	-148.7941	4.669997	0.0603281	0.939672	0.008944952	0.001327165	0.9396719	0.06032813	0.2135037
882	-146.093	-148.6752	2.582125	0.0269941	0.973006	0.007341847	0.01901229	0.9730059	0.02699413	0.4062088
883	-146.8735	-148.6515	1.777927	0.0592655	0.940735	0.007341847	0.01859469	0.9407345	0.05926548	0.4870462
884	-146.2845	-151.3573	5.072791	0.0729457	0.927054	0.004206966	0.01172775	0.9270543	0.07294567	0.1675617
885	-144.2132	-147.0881	2.874888	0.0729457	0.927054	0.007546041	0.0006177314	0.9270543	0.07294567	0.395123
886	-144.232	-148.5041	4.272107	0.0729457	0.927054	0.007546041	0.008892102	0.9270543	0.07294567	0.2471267
887	-146.5192	-150.2359	3.716682	0.0231424	0.976858	0.007546041	0.02804189	0.9768576	0.02314239	0.2835194
888	-145.1578	-150.3791	5.22138	0.0231424	0.976858	0.007546041	0.009809401	0.9768576	0.02314239	0.1512821
889	-145.1637	-148.7757	3.61202	0.145203	0.854797	0.004406957	0.004854632	0.8547974	0.1452026	0.320312
890	-147.0028	-151.6074	4.604589	0.0274338	0.972566	0.01050173	0.02255918	0.9725662	0.02743375	0.1972558
891	-150.2719	-154.6888	4.416816	0.0187178	0.981282	0.01275788	0.03908033	0.9812822	0.01871784	0.1972558
892	-145.0442	-150.4006	5.35636	0.120207	0.879793	0.0053931	0.002171803	0.8797927	0.1202073	0.1475747
893	-145.729	-147.4223	1.693291	0.120207	0.879793	0.0053931	0.002631603	0.8797927	0.1202073	0.5134217
894	-145.1025	-149.9854	4.882907	0.120207	0.879793	0.007716276	0.00966694	0.8797927	0.1202073	0.1851016
895	-144.5234	-149.0483	4.524929	0.0852953	0.914705	0.009232762	0.002153548	0.9147047	0.08529531	0.2268963
896	-148.2814	-151.5698	3.288364	0.170458	0.829542	0.005905477	0.03240495	0.8295416	0.1704584	0.3236287
897	-148.8855	-150.6697	1.784205	0.0568281	0.943172	0.008987495	0.03240495	0.9431719	0.05682811	0.4709626
898	-145.955	-147.9537	1.99873	0.0459529	0.954047	0.007806862	0.0121331	0.9540471	0.04595291	0.4709626
899	-145.7845	-150.609	4.824589	0.0872257	0.912774	0.009678469	0.01050311	0.9127743	0.08722572	0.1881351
900	-143.7713	-148.7321	4.960741	0.0872257	0.912774	0.005936842	0.001843403	0.9127743	0.08722572	0.1869212
901	-146.3074	-151.5977	5.290344	0.0872257	0.912774	0.003412271	0.001843403	0.9127743	0.08722572	0.1564855
902	-144.3831	-146.8961	2.512947	0.018583	0.981417	0.00761997	0.002855694	0.981417	0.018583	0.4290052
903	-144.9844	-146.6666	1.682201	0.018583	0.981417	0.006801338	0.002855694	0.981417	0.018583	0.5128984
904	-144.877	-147.7862	2.909147	0.018583	0.981417	0.006801338	0.01152502	0.981417	0.018583	0.3815344
905	-146.2776	-151.0809	4.803291	0.0530984	0.946902	0.01069153	0.01152502	0.9469016	0.05309843	0.1882299
906	-145.5412	-148.6376	3.096393	0.0530984	0.946902	0.00732017	0.01702218	0.9469016	0.05309843	0.3567938
907	-143.9488	-149.126	5.177236	0.0185508	0.981449	0.005196484	0.001139417	0.9814492	0.01855084	0.1667161
908	-143.0267	-147.0408	4.01409	0.0185508	0.981449	0.006192643	0.001139417	0.9814492	0.01855084	0.2820345
909	-143.6515	-147.6468	3.995328	0.0932191	0.906781	0.006192643	0.003015584	0.9067809	0.09321911	0.2820345
910	-143.341	-147.3726	4.031575	0.0506899	0.94931	0.005161465	0.0004220908	0.9493101	0.05068989	0.2820345
911	-144.2802	-148.214	3.933716	0.0657718	0.934228	0.008179147	0.007190308	0.9342282	0.06577177	0.2820345
912	-144.0786	-148.421	4.342357	0.0657718	0.934228	0.007809604	0.007190308	0.9342282	0.06577177	0.2415399
913	-144.8947	-147.7149	2.820166	0.0692385	0.930762	0.007809604	0.007190308	0.9307615	0.06923849	0.393759
914	-144.7832	-147.6143	2.831111	0.0692385	0.930762	0.007809604	0.006095838	0.9307615	0.06923849	0.393759
915	-147.2149	-147.0795	-0.1353235	0.0935612	0.906439	0.007748909	0.0002805096	0.9064388	0.09356116	0.6962785
916	-145.3322	-150.0559	4.723718	0.274161	0.725839	0.005579543	7.793933e-05	0.725839	0.274161	0.2127463
917	-146.8693	-149.6664	2.797175	0.313311	0.686689	0.007035023	1.290604e-05	0.6866886	0.3133114	0.4040101
918	-145.512	-150.5403	5.028295	0.258973	0.741027	0.00661005	1.304355e-05	0.7410272	0.2589728	0.1813229
919	-146.083	-151.0695	4.986493	0.235227	0.764773	0.008399124	0.002404204	0.7647725	0.2352275	0.1813229
920	-145.5039	-150.532	5.028081	0.235227	0.764773	0.004927738	0.001716801	0.7647725	0.2352275	0.1813229
921	-145.9257	-148.6868	2.761125	0.235227	0.764773	0.007093312	0.001716801	0.7647725	0.2352275	0.4058529
922	-147.6601	-151.5273	3.86716	0.16273	0.83727	0.005073141	0.02720543	0.8372705	0.1627295	0.271781
923	-150.0175	-150.7616	0.7440849	0.217131	0.782869	0.007648109	0.02720543	0.7828688	0.2171312	0.5815135
924	-149.2887	-151.1903	1.901673	0.257599	0.742401	0.007513965	0.02720543	0.7424011	0.2575989	0.4658889
925	-145.635	-147.7544	2.11949	0.107946	0.892054	0.005778026	0.007159679	0.8920537	0.1079463	0.4658889
926	-147.5079	-149.4809	1.973079	0.180095	0.819905	0.009525098	0.007159679	0.8199051	0.1800949	0.4767829
927	-144.6725	-148.5609	3.888352	0.103787	0.896213	0.008348852	0.007159679	0.8962135	0.1037865	0.2864318
928	-145.6618	-149.5584	3.896634	0.242272	0.757728	0.006816899	0.007863367	0.7577284	0.2422716	0.2864318
929	-145.8909	-150.1172	4.226249	0.290406	0.709594	0.006816899	0.004481929	0.7095942	0.2904058	0.2568518
930	-146.2089	-150.3552	4.146323	0.221358	0.778642	0.00864407	0.0106474	0.7786417	0.2213583	0.2568518
931	-145.5151	-149.2318	3.716652	0.170441	0.829559	0.007921798	0.0106474	0.8295587	0.1704413	0.3005411
